,date,tmin,tmax
1352,2021-09-14,62.0,80.0
1353,2021-09-15,62.8,76.6
1354,2021-09-16,62.8,74.5
1355,2021-09-17,62.5,72.9
1356,2021-09-18,62.5,73.2
1357,2021-09-19,62.3,73.7
1358,2021-09-20,58.7,73.6
1359,2021-09-21,58.4,76.3
1360,2021-09-22,63.0,91.3
1361,2021-09-23,66.1,89.9
1362,2021-09-24,63.0,79.3
1363,2021-09-25,63.4,75.6
1364,2021-09-26,63.5,73.4
1365,2021-09-27,62.8,67.9
1366,2021-09-28,62.7,66.0
1367,2021-09-29,61.7,70.4
1368,2021-09-30,58.2,72.0
1369,2021-10-01,55.7,79.4
1370,2021-10-02,58.6,90.2
1371,2021-10-03,61.0,91.6
1372,2021-10-04,63.4,89.9
1373,2021-10-05,63.8,83.8
1374,2021-10-06,63.9,75.6
1375,2021-10-07,64.8,71.2
1376,2021-10-08,63.1,70.1
1377,2021-10-09,57.7,67.8
1378,2021-10-10,54.6,70.4
1379,2021-10-11,53.9,75.8
1380,2021-10-12,55.3,68.0
1381,2021-10-13,48.6,68.5
1382,2021-10-14,47.7,72.2
1383,2021-10-15,49.9,73.9
1384,2021-10-16,53.2,86.0
1385,2021-10-17,55.1,85.8
1386,2021-10-18,56.1,75.0
1387,2021-10-19,48.1,65.7
1388,2021-10-20,48.3,66.7
1389,2021-10-21,48.8,69.4
1390,2021-10-22,51.7,72.7
1391,2021-10-23,57.1,67.7
1392,2021-10-24,56.8,66.6
1393,2021-10-25,55.3,69.8
1394,2021-10-26,53.6,65.7
1395,2021-10-27,51.3,66.6
1396,2021-10-28,51.5,78.6
1397,2021-10-29,57.9,86.1
1398,2021-10-30,58.1,79.2
1399,2021-10-31,58.4,67.9
1400,2021-11-01,55.9,66.9
1401,2021-11-02,55.1,69.0
1402,2021-11-03,54.4,64.2
1403,2021-11-04,54.2,68.7
1404,2021-11-05,53.7,68.2
1405,2021-11-06,53.5,70.4
1406,2021-11-07,55.7,67.0
1407,2021-11-08,54.4,67.4
1408,2021-11-09,53.5,65.6
1409,2021-11-10,54.9,66.3
1410,2021-11-11,56.2,69.5
1411,2021-11-12,59.2,84.4
1412,2021-11-13,62.9,89.4
1413,2021-11-14,60.9,84.9
1414,2021-11-15,59.1,85.6
1415,2021-11-16,51.7,78.5
1416,2021-11-17,51.4,64.1
1417,2021-11-18,52.2,66.6
1418,2021-11-19,53.1,63.3
1419,2021-11-20,54.7,63.8
1420,2021-11-21,52.7,63.9
1421,2021-11-22,51.3,82.3
1422,2021-11-23,57.6,82.1
1423,2021-11-24,53.2,68.3
1424,2021-11-25,50.3,67.8
1425,2021-11-26,51.9,75.9
1426,2021-11-27,51.7,79.1
1427,2021-11-28,51.6,75.5
1428,2021-11-29,50.2,78.1
1429,2021-11-30,48.5,76.6
1430,2021-12-01,48.3,67.9
1431,2021-12-02,49.1,75.1
1432,2021-12-03,52.7,62.5
1433,2021-12-04,53.1,62.9
1434,2021-12-05,54.4,60.8
1435,2021-12-06,49.2,64.0
1436,2021-12-07,47.8,62.9
1437,2021-12-08,51.3,60.0
1438,2021-12-09,51.0,66.1
1439,2021-12-10,48.9,60.3
1440,2021-12-11,45.9,59.4
1441,2021-12-12,44.8,64.8
1442,2021-12-13,43.6,62.9
1443,2021-12-14,49.5,57.7
1444,2021-12-15,45.8,58.4
1445,2021-12-16,40.7,56.4
1446,2021-12-17,39.9,57.2
1447,2021-12-18,44.9,63.3
1448,2021-12-19,42.8,65.1
1449,2021-12-20,42.4,63.8
1450,2021-12-21,41.0,65.1
1451,2021-12-22,50.9,65.4
1452,2021-12-23,50.1,63.3
1453,2021-12-24,51.8,64.0
1454,2021-12-25,51.5,59.9
1455,2021-12-26,51.0,56.8
1456,2021-12-27,44.1,56.9
1457,2021-12-28,44.3,54.8
1458,2021-12-29,46.7,54.4
1459,2021-12-30,46.1,55.9
1460,2021-12-31,52.3,62.6
1461,2022-01-01,50.9,59.5
1462,2022-01-02,43.6,61.4
1463,2022-01-03,42.0,65.0
1464,2022-01-04,40.7,60.2
1465,2022-01-05,41.3,59.5
1466,2022-01-06,44.2,65.6
1467,2022-01-07,46.4,67.0
1468,2022-01-08,45.5,59.3
1469,2022-01-09,47.0,61.1
1470,2022-01-10,45.5,71.6
1471,2022-01-11,51.0,71.7
1472,2022-01-12,52.6,77.5
1473,2022-01-13,52.9,75.5
1474,2022-01-14,53.9,73.1
1475,2022-01-15,53.0,71.6
1476,2022-01-16,54.0,67.9
1477,2022-01-17,54.6,68.7
1478,2022-01-18,53.5,65.1
1479,2022-01-19,55.0,61.8
1480,2022-01-20,49.1,63.1
1481,2022-01-21,47.9,70.3
1482,2022-01-22,47.3,63.5
1483,2022-01-23,48.7,68.7
1484,2022-01-24,48.8,70.4
1485,2022-01-25,46.4,68.0
1486,2022-01-26,45.0,62.7
1487,2022-01-27,44.5,67.7
1488,2022-01-28,45.3,68.8
1489,2022-01-29,46.0,73.1
1490,2022-01-30,46.6,66.9
1491,2022-01-31,44.6,68.6
1492,2022-02-01,44.0,62.8
1493,2022-02-02,47.3,61.0
1494,2022-02-03,42.6,65.6
1495,2022-02-04,41.0,62.6
1496,2022-02-05,42.2,67.4
1497,2022-02-06,43.8,67.8
1498,2022-02-07,43.8,74.0
1499,2022-02-08,50.1,74.9
1500,2022-02-09,49.4,76.2
1501,2022-02-10,53.3,84.8
1502,2022-02-11,55.8,83.5
1503,2022-02-12,54.8,81.3
1504,2022-02-13,54.8,86.7
1505,2022-02-14,54.5,83.7
1506,2022-02-15,51.5,75.9
1507,2022-02-16,44.3,57.1
1508,2022-02-17,43.3,60.9
1509,2022-02-18,44.0,70.6
1510,2022-02-19,44.6,68.7
1511,2022-02-20,45.0,70.6
1512,2022-02-21,46.2,62.6
1513,2022-02-22,51.5,60.0
1514,2022-02-23,46.8,57.1
1515,2022-02-24,40.7,53.4
1516,2022-02-25,38.9,59.0
1517,2022-02-26,39.3,59.4
1518,2022-02-27,42.2,67.5
1519,2022-02-28,46.1,70.5
1520,2022-03-01,48.7,75.6
1521,2022-03-02,51.2,77.3
1522,2022-03-03,49.0,79.8
1523,2022-03-04,47.9,61.4
1524,2022-03-05,51.3,61.4
1525,2022-03-06,46.3,57.0
1526,2022-03-07,44.5,59.1
1527,2022-03-08,44.2,64.3
1528,2022-03-09,44.7,66.6
1529,2022-03-10,44.7,64.0
1530,2022-03-11,46.1,62.5
1531,2022-03-12,45.0,67.6
1532,2022-03-13,46.6,71.4
1533,2022-03-14,47.7,63.2
1534,2022-03-15,48.7,68.4
1535,2022-03-16,49.0,69.4
1536,2022-03-17,51.5,66.9
1537,2022-03-18,50.7,75.3
1538,2022-03-19,50.4,74.0
1539,2022-03-20,52.8,65.0
1540,2022-03-21,49.8,63.3
1541,2022-03-22,50.0,66.6
1542,2022-03-23,53.3,79.1
1543,2022-03-24,57.3,84.5
1544,2022-03-25,53.9,76.8
1545,2022-03-26,53.2,73.6
1546,2022-03-27,53.3,68.0
1547,2022-03-28,55.1,63.8
1548,2022-03-29,52.3,65.5
1549,2022-03-30,51.9,61.9
1550,2022-03-31,53.3,63.9
1551,2022-04-01,54.3,60.3
1552,2022-04-02,55.9,66.3
1553,2022-04-03,56.3,60.3
1554,2022-04-04,55.9,60.8
1555,2022-04-05,52.6,66.6
1556,2022-04-06,52.1,69.8
1557,2022-04-07,54.1,78.8
1558,2022-04-08,54.6,94.1
1559,2022-04-09,60.9,94.9
1560,2022-04-10,57.6,75.3
1561,2022-04-11,57.4,64.5
1562,2022-04-12,52.8,64.2
1563,2022-04-13,48.8,63.8
1564,2022-04-14,47.1,65.0
1565,2022-04-15,46.5,66.6
1566,2022-04-16,50.9,67.9
1567,2022-04-17,56.4,65.7
1568,2022-04-18,54.6,67.4
1569,2022-04-19,53.6,71.8
1570,2022-04-20,54.1,70.1
1571,2022-04-21,51.2,66.8
1572,2022-04-22,50.8,67.1
1573,2022-04-23,49.4,62.0
1574,2022-04-24,49.0,67.2
1575,2022-04-25,53.6,81.9
1576,2022-04-26,55.7,84.5
1577,2022-04-27,54.5,75.7
1578,2022-04-28,55.6,65.5
1579,2022-04-29,52.6,64.1
1580,2022-04-30,52.1,67.2
1581,2022-05-01,53.0,70.1
1582,2022-05-02,56.3,65.8
1583,2022-05-03,56.0,66.0
1584,2022-05-04,52.1,64.6
1585,2022-05-05,51.4,70.7
1586,2022-05-06,55.6,74.6
1587,2022-05-07,55.5,69.7
1588,2022-05-08,57.4,68.1
1589,2022-05-09,54.9,64.5
1590,2022-05-10,50.4,65.1
1591,2022-05-11,49.1,66.4
1592,2022-05-12,48.5,64.5
1593,2022-05-13,49.3,74.1
1594,2022-05-14,55.2,82.5
1595,2022-05-15,57.5,85.0
1596,2022-05-16,56.2,74.8
1597,2022-05-17,57.1,68.6
1598,2022-05-18,56.7,65.5
1599,2022-05-19,56.7,67.0
1600,2022-05-20,56.8,67.1
1601,2022-05-21,56.7,65.2
1602,2022-05-22,56.6,64.0
1603,2022-05-23,57.1,67.6
1604,2022-05-24,56.8,66.0
1605,2022-05-25,55.6,66.6
1606,2022-05-26,55.8,68.8
1607,2022-05-27,59.1,68.2
1608,2022-05-28,59.3,69.1
1609,2022-05-29,58.8,64.6
1610,2022-05-30,57.4,68.0
1611,2022-05-31,58.3,69.2
1612,2022-06-01,58.2,69.4
1613,2022-06-02,57.1,70.0
1614,2022-06-03,57.4,70.4
1615,2022-06-04,58.1,70.4
1616,2022-06-05,60.6,68.7
1617,2022-06-06,61.2,71.7
1618,2022-06-07,61.0,73.1
1619,2022-06-08,60.2,72.5
1620,2022-06-09,60.8,73.2
1621,2022-06-10,60.1,75.4
1622,2022-06-11,60.0,75.4
1623,2022-06-12,60.5,75.0
1624,2022-06-13,61.0,74.7
1625,2022-06-14,61.8,69.8
1626,2022-06-15,59.4,71.6
1627,2022-06-16,59.3,71.2
1628,2022-06-17,59.3,72.6
1629,2022-06-18,58.3,70.8
1630,2022-06-19,55.9,70.6
1631,2022-06-20,55.5,74.6
1632,2022-06-21,58.8,80.7
1633,2022-06-22,62.1,77.0
1634,2022-06-23,63.7,79.7
1635,2022-06-24,63.3,82.0
1636,2022-06-25,61.1,80.1
1637,2022-06-26,60.0,79.7
1638,2022-06-27,59.9,78.5
1639,2022-06-28,61.9,81.0
1640,2022-06-29,64.8,82.5
1641,2022-06-30,65.0,81.5
1642,2022-07-01,65.2,78.1
1643,2022-07-02,64.0,76.9
1644,2022-07-03,62.7,75.0
1645,2022-07-04,63.1,71.6
1646,2022-07-05,61.7,70.9
1647,2022-07-06,63.9,73.8
1648,2022-07-07,64.3,73.9
1649,2022-07-08,64.1,73.4
1650,2022-07-09,63.1,75.0
1651,2022-07-10,62.3,77.9
1652,2022-07-11,62.4,76.6
1653,2022-07-12,62.4,73.0
1654,2022-07-13,61.7,72.7
1655,2022-07-14,62.2,72.9
1656,2022-07-15,62.5,73.0
1657,2022-07-16,63.1,75.0
1658,2022-07-17,63.2,75.2
1659,2022-07-18,63.6,77.5
1660,2022-07-19,64.3,78.0
1661,2022-07-20,64.8,80.1
1662,2022-07-21,65.0,81.4
1663,2022-07-22,62.4,80.2
1664,2022-07-23,63.2,74.6
1665,2022-07-24,64.1,74.7
1666,2022-07-25,64.4,74.8
1667,2022-07-26,64.9,75.0
1668,2022-07-27,65.3,76.8
1669,2022-07-28,63.8,77.7
1670,2022-07-29,63.4,77.4
1671,2022-07-30,63.9,75.5
1672,2022-07-31,65.9,78.4
1673,2022-08-01,68.1,81.4
1674,2022-08-02,67.7,81.7
1675,2022-08-03,67.4,80.7
1676,2022-08-04,66.4,79.2
1677,2022-08-05,66.5,79.6
1678,2022-08-06,66.1,81.1
1679,2022-08-07,65.3,79.0
1680,2022-08-08,64.8,82.8
1681,2022-08-09,65.9,82.9
1682,2022-08-10,68.7,85.8
1683,2022-08-11,67.4,86.6
1684,2022-08-12,66.6,86.2
1685,2022-08-13,66.7,84.5
1686,2022-08-14,67.7,82.4
1687,2022-08-15,67.5,81.9
1688,2022-08-16,66.8,80.4
1689,2022-08-17,66.1,81.7
1690,2022-08-18,66.8,82.5
1691,2022-08-19,65.7,81.4
1692,2022-08-20,66.1,76.9
1693,2022-08-21,66.2,76.4
1694,2022-08-22,65.9,75.1
1695,2022-08-23,66.5,78.4
1696,2022-08-24,66.6,77.6
1697,2022-08-25,67.0,78.8
1698,2022-08-26,67.2,80.6
1699,2022-08-27,67.7,81.2
1700,2022-08-28,67.4,76.8
1701,2022-08-29,67.3,75.8
1702,2022-08-30,66.9,77.7
1703,2022-08-31,66.7,82.0
1704,2022-09-01,67.4,88.8
1705,2022-09-02,68.1,89.8
1706,2022-09-03,70.6,89.4
1707,2022-09-04,74.2,96.3
1708,2022-09-05,72.6,90.1
1709,2022-09-06,69.5,88.7
1710,2022-09-07,69.5,88.6
1711,2022-09-08,71.7,92.4
1712,2022-09-09,73.0,93.2
1713,2022-09-10,68.7,86.6
1714,2022-09-11,70.3,78.7
1715,2022-09-12,71.5,84.7
1716,2022-09-13,69.8,80.8
1717,2022-09-14,66.3,79.3
1718,2022-09-15,65.7,74.8
1719,2022-09-16,61.8,74.8
1720,2022-09-17,61.3,75.0
1721,2022-09-18,64.1,73.8
1722,2022-09-19,60.9,73.3
1723,2022-09-20,61.4,75.6
1724,2022-09-21,60.9,77.8
1725,2022-09-22,60.9,76.5
1726,2022-09-23,58.9,79.9
1727,2022-09-24,64.9,83.9
1728,2022-09-25,66.3,84.4
1729,2022-09-26,65.9,82.4
1730,2022-09-27,65.5,82.8
1731,2022-09-28,64.9,86.4
